epoch,open,high,low,close
1783517400,4077.5,4090.9,4077.4,4088.5
1783517700,4087.1,4091.5,4083.6,4090.2
1783518000,4089.9,4091.2,4081.3,4084.2
1783518300,4083.9,4090.1,4080.2,4080.2
1783518600,4080.3,4084.4,4079.0,4080.6
1783518900,4080.7,4084.0,4079.6,4081.6
1783519200,4081.1,4082.0,4073.9,4077.0
1783519500,4077.1,4079.7,4071.7,4074.7
1783519800,4074.3,4075.6,4067.7,4068.3
1783520100,4068.2,4072.4,4062.0,4065.6
1783520400,4065.4,4073.0,4063.6,4070.9
1783520700,4071.5,4076.4,4069.6,4071.5
1783521000,4071.0,4072.4,4063.0,4066.0
1783521300,4066.0,4066.5,4052.9,4053.9
1783521600,4054.0,4060.2,4045.1,4046.8
1783521900,4046.8,4050.9,4044.0,4046.3
1783522200,4046.2,4057.1,4045.3,4055.2
1783522500,4055.0,4056.4,4051.0,4051.8
1783522800,4052.0,4052.5,4046.3,4048.2
1783523100,4048.0,4054.3,4047.8,4050.7
1783523400,4050.3,4053.1,4044.2,4044.6
1783523700,4044.5,4045.6,4038.1,4042.5
1783524000,4042.6,4046.7,4036.7,4037.0
1783524300,4037.1,4042.9,4036.9,4041.5
1783524600,4042.0,4042.9,4032.5,4035.8
1783524900,4035.6,4042.6,4034.7,4040.0
1783525200,4039.4,4044.3,4039.3,4042.9
1783525500,4042.8,4044.6,4039.8,4044.0
1783525800,4044.1,4048.6,4043.6,4044.9
1783526100,4044.6,4045.1,4040.6,4044.1
1783526400,4044.5,4047.5,4043.4,4046.4
1783526700,4046.8,4050.8,4046.4,4049.4
1783527000,4049.6,4053.5,4049.1,4049.9
1783527300,4050.0,4051.9,4048.0,4050.8
1783527600,4051.3,4052.4,4048.1,4048.6
1783527900,4048.6,4055.9,4048.6,4053.9
1783528200,4053.6,4057.5,4051.4,4052.0
1783528500,4051.7,4057.0,4049.5,4055.1
1783528800,4054.7,4068.3,4052.9,4066.6
1783529100,4066.4,4069.2,4063.3,4068.0
1783529400,4068.4,4073.0,4067.5,4072.2
1783529700,4072.5,4075.0,4071.3,4073.9
1783530000,4073.9,4074.1,4069.4,4071.0
1783530300,4070.9,4079.2,4070.7,4075.8
1783530600,4075.2,4080.7,4073.8,4075.0
1783530900,4075.2,4077.4,4073.5,4076.5
1783531200,4076.1,4081.0,4075.4,4079.6
1783531500,4079.6,4084.7,4079.6,4083.4
1783531800,4083.5,4086.9,4081.5,4083.0
1783532100,4082.9,4083.7,4080.1,4081.3
1783532400,4081.3,4081.8,4079.4,4080.5
1783532700,4080.3,4081.0,4077.5,4078.0
1783533000,4078.2,4080.5,4077.1,4078.0
1783533300,4078.0,4078.0,4074.7,4076.4
1783533600,4075.8,4085.5,4073.8,4079.6
1783533900,4080.0,4081.1,4076.8,4078.5
1783534200,4078.2,4086.4,4077.5,4085.7
1783534500,4086.0,4086.1,4080.9,4082.1
1783534800,4082.1,4082.1,4078.8,4080.0
1783535100,4079.8,4083.1,4078.0,4080.8
1783535400,4080.5,4082.0,4077.6,4080.3
1783535700,4080.4,4086.0,4079.6,4085.6
1783536000,4085.5,4090.0,4085.3,4089.9
1783536300,4089.8,4101.6,4089.0,4100.9
1783536600,4100.2,4101.5,4094.3,4095.7
1783536900,4095.7,4095.7,4092.1,4094.1
1783537200,4095.0,4101.0,4094.7,4097.2
1783537500,4097.6,4100.2,4096.7,4099.7
1783537800,4099.2,4100.5,4095.5,4097.8
1783538100,4097.3,4098.0,4094.8,4096.6
1783538400,4096.5,4097.8,4096.0,4097.2
1783538700,4097.3,4098.6,4095.1,4098.5
1783539000,4098.6,4101.4,4096.4,4097.2
1783539300,4096.8,4099.3,4096.5,4097.3
1783539600,4097.4,4097.5,4093.4,4094.1
1783539900,4093.9,4094.4,4088.5,4089.3
1783540200,4089.2,4093.5,4089.0,4092.9
1783540500,4093.3,4093.3,4090.0,4090.2
1783540800,4090.5,4090.5,4086.2,4089.4
