epoch,open,high,low,close
1782480600,4071.2,4071.8,4066.2,4067.5
1782480660,4067.4,4068.1,4064.1,4067.7
1782480720,4067.7,4068.7,4065.4,4068.0
1782480780,4068.7,4069.4,4062.6,4063.9
1782480840,4063.2,4067.6,4062.8,4065.4
1782480900,4065.6,4065.7,4062.6,4064.9
1782480960,4065.3,4066.2,4061.0,4061.1
1782481020,4061.2,4063.3,4059.4,4061.2
1782481080,4061.1,4063.3,4060.0,4061.3
1782481140,4061.1,4064.4,4061.1,4061.5
1782481200,4062.3,4065.9,4062.3,4064.5
1782481260,4064.7,4066.9,4064.3,4066.4
1782481320,4066.7,4072.4,4066.7,4071.9
1782481380,4072.1,4075.9,4072.0,4073.6
1782481440,4073.4,4077.3,4072.6,4077.3
1782481500,4077.3,4077.3,4073.0,4073.6
1782481560,4073.8,4076.3,4073.8,4075.9
1782481620,4075.8,4080.4,4075.8,4075.8
1782481680,4076.1,4077.9,4074.2,4074.2
1782481740,4074.7,4077.2,4073.5,4076.5
1782481800,4077.1,4083.0,4076.4,4082.7
1782481860,4082.5,4084.5,4080.6,4081.4
1782481920,4081.3,4082.0,4075.6,4078.4
1782481980,4078.7,4080.4,4077.8,4079.2
1782482040,4079.1,4080.9,4078.7,4078.7
1782482100,4079.8,4082.6,4078.9,4081.8
1782482160,4082.1,4085.1,4081.9,4085.1
1782482220,4085.1,4092.5,4084.7,4092.2
1782482280,4092.1,4093.1,4087.1,4088.1
1782482340,4087.9,4089.3,4086.6,4088.7
1782482400,4088.6,4091.2,4083.2,4084.8
1782482460,4085.1,4087.1,4083.5,4086.4
1782482520,4086.8,4087.2,4083.0,4085.7
1782482580,4085.5,4088.0,4084.8,4087.0
1782482640,4087.0,4094.9,4086.9,4093.0
1782482700,4092.6,4093.6,4087.5,4089.0
1782482760,4089.0,4091.1,4088.1,4090.0
1782482820,4089.6,4091.3,4088.7,4089.5
1782482880,4089.8,4090.7,4087.7,4090.0
1782482940,4089.2,4095.2,4089.2,4094.9
1782483000,4094.9,4096.3,4092.4,4094.1
1782483060,4094.3,4096.9,4093.7,4096.4
1782483120,4095.3,4100.6,4094.9,4097.7
1782483180,4097.9,4099.6,4095.9,4099.6
1782483240,4099.9,4101.0,4097.6,4097.8
1782483300,4097.9,4102.9,4096.8,4102.9
1782483360,4102.5,4108.7,4101.5,4107.9
1782483420,4107.9,4108.6,4101.7,4101.7
1782483480,4101.9,4106.0,4101.2,4103.5
1782483540,4103.3,4104.6,4101.4,4104.3
1782483600,4104.0,4108.1,4102.9,4107.9
1782483660,4107.1,4108.0,4104.4,4104.4
1782483720,4104.6,4106.8,4104.1,4106.3
1782483780,4106.0,4106.9,4103.3,4104.3
1782483840,4103.9,4106.6,4103.2,4104.4
1782483900,4104.4,4106.8,4103.5,4103.5
1782483960,4103.9,4104.2,4100.6,4101.9
1782484020,4102.3,4105.2,4101.9,4102.4
1782484080,4102.5,4102.6,4100.0,4100.5
1782484140,4101.0,4101.6,4099.4,4099.7
1782484200,4099.9,4100.5,4096.9,4098.3
1782484260,4098.2,4099.5,4097.2,4098.5
1782484320,4099.6,4100.1,4096.7,4098.6
1782484380,4098.8,4099.4,4095.4,4096.6
1782484440,4096.8,4098.1,4094.9,4095.4
1782484500,4095.7,4096.7,4095.0,4096.7
1782484560,4097.0,4097.0,4094.5,4094.6
1782484620,4095.3,4095.3,4092.1,4092.3
1782484680,4092.8,4093.0,4091.3,4092.1
1782484740,4092.2,4095.5,4092.1,4094.5
1782484800,4094.4,4094.6,4091.4,4092.8
1782484860,4092.4,4094.2,4091.7,4093.2
1782484920,4093.3,4098.4,4092.7,4096.8
1782484980,4096.3,4098.1,4094.7,4097.9
1782485040,4097.7,4099.2,4097.0,4097.7
1782485100,4098.0,4101.3,4098.0,4100.1
1782485160,4099.6,4100.7,4098.9,4100.7
1782485220,4099.3,4101.6,4098.6,4100.1
1782485280,4100.5,4104.1,4099.9,4104.1
1782485340,4104.4,4106.8,4101.8,4103.5
1782485400,4103.7,4103.9,4101.0,4102.2
1782485460,4102.5,4103.2,4099.7,4101.1
1782485520,4101.1,4102.2,4099.1,4101.6
1782485580,4101.5,4103.6,4100.6,4102.8
1782485640,4102.0,4103.2,4100.6,4103.2
1782485700,4103.1,4106.5,4102.9,4104.4
1782485760,4103.6,4103.6,4096.4,4099.4
1782485820,4099.6,4101.3,4099.5,4099.9
1782485880,4099.9,4100.8,4097.1,4097.1
1782485940,4097.1,4097.8,4095.6,4095.7
