epoch,open,high,low,close
1779370200,4502.2,4502.3,4490.2,4494.6
1779370500,4495.0,4497.2,4488.3,4492.9
1779370800,4493.0,4503.5,4492.5,4498.7
1779371100,4498.4,4504.5,4495.6,4500.7
1779371400,4500.7,4522.3,4500.1,4519.5
1779371700,4519.1,4522.1,4512.7,4513.7
1779372000,4514.1,4516.7,4506.8,4508.6
1779372300,4509.0,4511.9,4504.1,4506.8
1779372600,4506.8,4511.5,4505.1,4509.5
1779372900,4509.8,4510.8,4499.9,4503.2
1779373200,4503.3,4505.3,4499.2,4503.2
1779373500,4503.8,4510.4,4502.6,4508.9
1779373800,4508.9,4511.8,4506.4,4508.8
1779374100,4508.5,4512.7,4508.1,4510.3
1779374400,4510.0,4510.6,4503.9,4506.1
1779374700,4506.5,4511.1,4503.1,4505.4
1779375000,4506.2,4511.1,4503.4,4510.5
1779375300,4510.7,4512.0,4508.6,4510.0
1779375600,4510.5,4511.7,4504.4,4505.9
1779375900,4506.2,4506.3,4498.0,4502.5
1779376200,4502.7,4517.0,4500.7,4511.3
1779376500,4511.7,4513.1,4508.6,4509.8
1779376800,4509.6,4511.4,4504.6,4505.5
1779377100,4505.4,4506.6,4503.2,4504.6
1779377400,4504.4,4510.0,4503.7,4508.9
1779377700,4508.7,4511.1,4507.9,4510.7
1779378000,4510.3,4510.8,4507.8,4508.1
1779378300,4508.4,4511.8,4508.1,4511.8
1779378600,4512.0,4513.9,4510.9,4512.2
1779378900,4512.0,4513.9,4510.7,4513.0
1779379200,4513.2,4521.0,4513.1,4516.8
1779379500,4517.3,4522.4,4516.5,4521.4
1779379800,4521.6,4521.6,4515.8,4518.6
1779380100,4518.7,4520.0,4515.8,4520.0
1779380400,4519.9,4520.0,4516.8,4518.3
1779380700,4518.9,4519.0,4517.3,4517.8
1779381000,4517.7,4520.2,4517.5,4519.4
1779381300,4519.2,4520.7,4517.2,4517.8
1779381600,4518.2,4519.5,4516.8,4519.3
1779381900,4519.2,4521.9,4518.3,4518.5
1779382200,4518.5,4520.0,4517.5,4518.6
1779382500,4518.4,4520.7,4518.0,4520.7
1779382800,4521.0,4523.8,4517.1,4517.2
1779383100,4517.3,4519.4,4515.0,4519.1
1779383400,4519.0,4533.0,4519.0,4527.7
1779383700,4527.7,4542.4,4527.6,4536.6
1779384000,4537.2,4548.1,4534.9,4538.2
1779384300,4538.6,4543.9,4537.2,4543.4
1779384600,4543.3,4550.9,4540.3,4544.2
1779384900,4544.3,4546.7,4543.6,4544.3
1779385200,4544.1,4550.1,4544.1,4550.0
1779385500,4550.4,4555.2,4546.5,4555.1
1779385800,4555.3,4559.6,4553.4,4558.8
1779386100,4559.0,4561.2,4552.9,4553.1
1779386400,4553.0,4557.8,4545.6,4546.2
1779386700,4546.0,4551.4,4544.5,4550.3
1779387000,4550.4,4550.9,4546.0,4547.2
1779387300,4547.3,4551.2,4545.9,4551.2
1779387600,4550.6,4552.3,4548.1,4551.9
1779387900,4551.8,4552.1,4548.6,4549.9
1779388200,4549.7,4551.1,4546.7,4547.6
1779388500,4547.9,4548.1,4544.2,4545.0
1779388800,4545.1,4548.6,4544.4,4547.0
1779389100,4546.6,4547.5,4535.0,4539.5
1779389400,4539.7,4542.9,4528.9,4528.9
1779389700,4528.8,4533.7,4528.6,4533.7
1779390000,4533.4,4538.6,4532.8,4537.2
1779390300,4537.0,4538.6,4531.3,4538.2
1779390600,4537.8,4539.4,4535.8,4538.8
1779390900,4539.5,4542.7,4539.2,4542.7
1779391200,4542.7,4543.5,4540.4,4540.6
1779391500,4541.1,4541.7,4539.0,4540.2
1779391800,4540.1,4542.2,4539.8,4540.5
1779392100,4540.6,4543.6,4540.3,4543.5
1779392400,4543.5,4544.4,4540.3,4540.3
1779392700,4540.5,4543.5,4540.0,4542.6
1779393000,4542.7,4544.4,4535.5,4537.4
1779393300,4537.2,4545.0,4536.5,4544.1
1779393600,4543.9,4545.0,4542.2,4542.9
