epoch,open,high,low,close
1781530200,4375.0,4380.7,4373.6,4379.9
1781530260,4379.7,4382.3,4378.3,4381.6
1781530320,4381.6,4386.4,4381.5,4383.6
1781530380,4383.7,4384.4,4378.4,4380.3
1781530440,4380.4,4384.7,4379.5,4384.5
1781530500,4384.3,4385.9,4382.4,4383.0
1781530560,4383.1,4385.5,4381.9,4383.8
1781530620,4383.7,4384.1,4381.4,4383.2
1781530680,4382.8,4385.0,4381.1,4384.3
1781530740,4384.4,4388.5,4383.9,4384.7
1781530800,4385.0,4386.7,4382.8,4385.1
1781530860,4384.9,4390.8,4384.9,4389.3
1781530920,4389.1,4389.7,4385.7,4385.8
1781530980,4386.0,4386.6,4382.0,4384.1
1781531040,4384.2,4385.5,4382.2,4384.8
1781531100,4385.1,4386.5,4383.8,4383.8
1781531160,4383.7,4383.9,4380.9,4381.9
1781531220,4382.0,4383.3,4381.4,4383.0
1781531280,4383.1,4383.7,4381.4,4383.6
1781531340,4383.9,4385.8,4383.6,4383.6
1781531400,4383.9,4384.5,4380.2,4380.6
1781531460,4380.8,4382.9,4380.3,4382.9
1781531520,4383.0,4383.0,4377.9,4380.3
1781531580,4380.2,4381.7,4379.3,4380.0
1781531640,4380.0,4380.5,4379.0,4379.8
1781531700,4379.5,4381.8,4379.5,4380.6
1781531760,4380.5,4381.2,4379.6,4381.0
1781531820,4381.5,4383.6,4381.3,4382.5
1781531880,4382.3,4382.3,4377.5,4378.0
1781531940,4377.8,4378.3,4375.9,4376.8
1781532000,4376.7,4378.8,4375.9,4378.2
1781532060,4378.6,4378.6,4375.5,4377.2
1781532120,4377.1,4379.7,4377.1,4377.8
1781532180,4378.1,4380.7,4378.0,4379.2
1781532240,4379.0,4382.4,4379.0,4380.4
1781532300,4380.5,4386.3,4379.6,4385.8
1781532360,4385.7,4391.5,4385.4,4389.0
1781532420,4389.4,4391.4,4388.0,4388.8
1781532480,4388.7,4390.6,4388.2,4389.8
1781532540,4389.3,4390.5,4387.7,4387.7
1781532600,4387.6,4387.6,4385.6,4385.6
1781532660,4385.4,4385.7,4383.7,4383.7
1781532720,4383.9,4384.2,4378.9,4378.9
1781532780,4379.2,4381.3,4375.7,4381.0
1781532840,4380.7,4380.7,4378.4,4379.0
1781532900,4379.2,4382.5,4378.9,4382.5
1781532960,4382.6,4384.9,4380.9,4383.3
1781533020,4383.0,4383.0,4378.5,4379.5
1781533080,4379.4,4381.2,4379.4,4380.9
1781533140,4380.7,4383.6,4380.6,4383.2
1781533200,4383.1,4383.6,4378.1,4378.9
1781533260,4379.0,4379.7,4378.3,4378.5
1781533320,4378.3,4378.8,4375.5,4376.3
1781533380,4376.3,4378.7,4376.3,4378.7
1781533440,4378.4,4380.3,4377.2,4379.2
1781533500,4379.0,4380.7,4379.0,4380.7
1781533560,4380.4,4384.1,4380.1,4383.9
1781533620,4384.1,4386.1,4383.3,4383.8
1781533680,4383.7,4385.0,4383.4,4384.6
1781533740,4384.6,4385.7,4383.3,4385.5
1781533800,4385.6,4387.1,4384.8,4384.9
1781533860,4385.3,4387.0,4384.5,4385.6
1781533920,4385.5,4385.8,4384.3,4384.4
1781533980,4384.6,4384.8,4380.4,4380.6
1781534040,4380.8,4380.8,4378.2,4379.0
1781534100,4378.9,4381.8,4378.9,4381.6
1781534160,4381.8,4381.8,4378.3,4380.3
1781534220,4380.3,4380.4,4376.2,4376.5
1781534280,4376.2,4378.6,4375.5,4378.5
1781534340,4378.6,4379.3,4377.9,4379.1
1781534400,4379.3,4380.2,4377.4,4378.2
1781534460,4377.7,4378.2,4377.1,4377.8
1781534520,4377.8,4378.5,4376.3,4377.1
1781534580,4376.8,4379.3,4376.8,4379.2
1781534640,4379.1,4380.6,4377.9,4378.7
1781534700,4378.6,4383.6,4378.6,4381.9
1781534760,4381.7,4381.7,4377.1,4378.4
1781534820,4378.6,4379.7,4378.4,4379.4
1781534880,4379.2,4383.5,4378.7,4383.4
1781534940,4383.7,4384.7,4383.1,4383.8
1781535000,4383.9,4385.4,4383.7,4384.1
1781535060,4384.3,4385.2,4383.1,4384.0
1781535120,4384.1,4384.1,4382.0,4382.5
1781535180,4382.4,4382.8,4380.7,4382.0
1781535240,4382.3,4384.1,4382.3,4383.2
1781535300,4383.1,4383.9,4382.8,4383.6
1781535360,4383.7,4383.7,4382.8,4383.4
1781535420,4383.1,4383.8,4380.3,4381.3
1781535480,4381.4,4381.6,4380.0,4380.0
1781535540,4380.2,4380.3,4378.2,4378.5
