epoch,open,high,low,close
1780666200,4430.8,4435.5,4423.3,4430.7
1780666500,4430.3,4430.3,4411.2,4417.5
1780666800,4417.3,4423.7,4413.6,4414.7
1780667100,4414.3,4416.3,4408.4,4409.1
1780667400,4408.7,4413.3,4406.8,4410.3
1780667700,4410.4,4411.1,4390.0,4390.5
1780668000,4390.4,4404.2,4388.3,4396.6
1780668300,4396.6,4402.3,4388.1,4399.2
1780668600,4399.2,4401.7,4388.4,4391.1
1780668900,4390.9,4395.4,4389.4,4394.6
1780669200,4394.3,4395.6,4380.0,4382.3
1780669500,4382.0,4386.5,4377.5,4385.7
1780669800,4385.7,4388.8,4374.3,4378.3
1780670100,4377.8,4379.5,4372.2,4373.2
1780670400,4373.6,4375.3,4369.4,4374.4
1780670700,4373.8,4384.4,4373.1,4381.3
1780671000,4380.8,4391.8,4379.8,4387.7
1780671300,4387.6,4394.9,4385.5,4394.6
1780671600,4394.6,4397.3,4387.6,4393.1
1780671900,4392.9,4394.1,4386.7,4386.9
1780672200,4386.6,4386.9,4377.5,4378.0
1780672500,4377.9,4380.9,4373.9,4380.2
1780672800,4380.0,4383.1,4372.9,4377.5
1780673100,4377.4,4380.3,4374.5,4376.8
1780673400,4377.0,4380.1,4370.1,4371.8
1780673700,4371.8,4374.5,4361.3,4365.6
1780674000,4364.9,4366.7,4360.5,4363.3
1780674300,4363.4,4366.2,4361.5,4364.4
1780674600,4364.0,4366.9,4361.8,4365.5
1780674900,4365.5,4366.1,4358.8,4360.4
1780675200,4360.3,4366.7,4354.7,4359.1
1780675500,4359.0,4359.0,4354.0,4357.8
1780675800,4357.5,4363.4,4356.3,4358.2
1780676100,4358.1,4358.6,4350.3,4355.6
1780676400,4355.4,4355.7,4350.0,4353.5
1780676700,4353.7,4358.6,4353.0,4354.5
1780677000,4354.3,4354.8,4347.5,4353.8
1780677300,4353.3,4357.0,4349.9,4356.3
1780677600,4356.3,4356.7,4350.7,4352.4
1780677900,4352.2,4359.2,4349.5,4358.6
1780678200,4358.6,4363.9,4357.9,4363.0
1780678500,4362.6,4370.3,4361.2,4369.1
1780678800,4369.3,4371.4,4363.8,4368.8
1780679100,4368.5,4368.5,4363.3,4364.0
1780679400,4363.8,4366.3,4361.0,4363.9
1780679700,4364.4,4366.8,4360.8,4363.4
1780680000,4363.4,4366.2,4360.2,4363.8
1780680300,4363.8,4368.0,4360.8,4367.4
1780680600,4367.5,4368.4,4364.8,4367.6
1780680900,4367.5,4370.0,4364.1,4369.6
1780681200,4369.6,4372.0,4364.9,4365.7
1780681500,4366.0,4367.5,4362.2,4364.4
1780681800,4364.3,4368.3,4363.3,4368.2
1780682100,4368.2,4368.3,4365.6,4366.2
1780682400,4366.8,4366.8,4358.0,4358.0
1780682700,4358.5,4359.4,4354.2,4354.9
1780683000,4355.0,4356.6,4347.2,4347.5
1780683300,4347.7,4351.4,4346.3,4350.6
1780683600,4351.1,4355.4,4350.6,4351.9
1780683900,4351.9,4352.4,4347.4,4350.2
1780684200,4350.3,4351.2,4341.7,4349.5
1780684500,4349.7,4350.5,4343.4,4344.9
1780684800,4345.1,4345.6,4339.8,4343.0
1780685100,4342.7,4346.5,4340.8,4346.4
1780685400,4346.1,4346.1,4341.4,4345.1
1780685700,4344.9,4351.4,4343.4,4346.7
1780686000,4347.4,4348.1,4341.2,4344.6
1780686300,4345.1,4345.5,4341.0,4344.1
1780686600,4344.5,4344.6,4339.5,4339.8
1780686900,4339.7,4343.6,4338.3,4342.9
1780687200,4342.7,4346.7,4339.8,4343.5
1780687500,4343.7,4348.6,4343.2,4348.6
1780687800,4348.4,4349.5,4345.2,4347.5
1780688100,4347.3,4349.2,4344.6,4346.7
1780688400,4346.7,4346.7,4338.4,4343.1
1780688700,4343.1,4346.7,4342.1,4345.4
1780689000,4345.6,4348.1,4342.5,4343.2
1780689300,4342.8,4346.4,4341.9,4343.5
1780689600,4343.7,4344.2,4337.4,4338.4
