epoch,open,high,low,close
1783431000,4177.6,4178.4,4174.7,4177.6
1783431060,4177.5,4182.6,4177.4,4181.5
1783431120,4181.1,4182.5,4179.6,4181.3
1783431180,4181.2,4181.9,4180.1,4180.6
1783431240,4181.5,4182.0,4179.9,4180.5
1783431300,4180.4,4183.3,4179.9,4183.3
1783431360,4183.2,4191.4,4183.0,4189.9
1783431420,4190.0,4191.2,4185.9,4186.3
1783431480,4186.2,4186.5,4179.6,4180.5
1783431540,4180.5,4182.6,4179.9,4182.0
1783431600,4182.0,4187.0,4180.0,4187.0
1783431660,4186.8,4190.9,4185.2,4189.2
1783431720,4189.0,4192.4,4188.3,4190.4
1783431780,4190.2,4192.1,4188.7,4189.2
1783431840,4189.3,4191.4,4187.9,4189.4
1783431900,4189.4,4191.1,4188.6,4190.0
1783431960,4189.9,4192.0,4184.7,4184.7
1783432020,4184.8,4185.0,4182.4,4182.5
1783432080,4182.9,4186.5,4182.6,4184.2
1783432140,4183.5,4186.0,4183.5,4185.0
1783432200,4184.7,4186.0,4184.2,4184.7
1783432260,4184.2,4184.8,4180.4,4181.7
1783432320,4181.9,4183.4,4180.3,4180.3
1783432380,4180.0,4180.0,4177.1,4177.8
1783432440,4177.3,4178.4,4175.7,4177.4
1783432500,4177.1,4179.1,4174.8,4175.0
1783432560,4175.3,4177.1,4172.7,4173.3
1783432620,4173.2,4173.8,4169.0,4170.9
1783432680,4170.4,4171.1,4167.3,4167.9
1783432740,4168.1,4170.6,4167.3,4170.0
1783432800,4169.7,4173.6,4167.9,4173.4
1783432860,4173.7,4175.1,4172.2,4173.4
1783432920,4173.0,4174.0,4170.8,4172.6
1783432980,4172.6,4173.3,4165.2,4166.7
1783433040,4166.6,4167.7,4164.2,4165.8
1783433100,4165.6,4167.0,4164.6,4165.6
1783433160,4165.5,4167.7,4165.0,4166.4
1783433220,4166.1,4167.3,4164.7,4166.8
1783433280,4166.6,4166.8,4162.8,4164.5
1783433340,4164.5,4169.1,4164.2,4166.9
1783433400,4166.8,4167.5,4163.0,4163.1
1783433460,4163.7,4167.0,4163.4,4166.4
1783433520,4166.3,4167.7,4165.1,4165.1
1783433580,4165.0,4168.0,4164.7,4164.9
1783433640,4165.0,4165.0,4161.9,4163.3
1783433700,4162.9,4164.4,4162.4,4164.1
1783433760,4163.5,4168.6,4163.3,4168.2
1783433820,4168.1,4168.7,4166.2,4167.6
1783433880,4167.6,4170.8,4167.6,4170.2
1783433940,4169.9,4170.0,4167.8,4169.6
1783434000,4169.6,4170.0,4166.0,4167.0
1783434060,4166.9,4167.4,4165.4,4167.1
1783434120,4167.1,4167.8,4165.5,4165.7
1783434180,4165.9,4166.4,4163.0,4165.8
1783434240,4166.0,4166.4,4163.2,4163.2
1783434300,4163.2,4164.2,4162.0,4162.4
1783434360,4163.1,4164.9,4162.7,4164.7
1783434420,4164.3,4167.5,4163.7,4166.8
1783434480,4167.1,4168.2,4166.2,4167.7
1783434540,4167.6,4169.5,4166.5,4169.0
1783434600,4169.8,4170.8,4166.7,4166.8
1783434660,4167.1,4168.2,4167.0,4167.8
1783434720,4168.0,4168.0,4163.9,4165.6
1783434780,4166.0,4166.4,4163.3,4164.1
1783434840,4164.3,4164.3,4162.2,4162.2
1783434900,4162.2,4162.5,4158.0,4158.8
1783434960,4158.7,4162.1,4158.1,4161.8
1783435020,4161.7,4161.8,4159.6,4161.0
1783435080,4161.9,4162.4,4160.7,4160.7
1783435140,4161.0,4162.1,4159.5,4160.4
1783435200,4160.3,4161.8,4158.8,4158.9
1783435260,4158.8,4159.3,4155.3,4155.4
1783435320,4155.6,4160.0,4154.5,4159.9
1783435380,4159.9,4161.9,4159.6,4161.5
1783435440,4161.6,4163.8,4160.9,4163.4
1783435500,4163.2,4166.3,4163.0,4166.1
1783435560,4166.0,4168.1,4165.6,4166.6
1783435620,4167.0,4167.7,4165.0,4167.3
1783435680,4167.2,4168.8,4166.5,4166.5
1783435740,4167.1,4167.8,4166.3,4167.4
1783435800,4167.2,4168.5,4166.9,4167.5
1783435860,4167.7,4168.5,4165.6,4167.5
1783435920,4166.7,4166.8,4165.0,4165.5
1783435980,4165.8,4166.7,4165.3,4165.9
1783436040,4165.9,4165.9,4164.6,4164.8
1783436100,4164.7,4167.7,4164.7,4166.8
1783436160,4166.3,4167.9,4165.3,4165.9
1783436220,4166.1,4166.9,4165.0,4166.3
1783436280,4166.4,4167.4,4165.4,4166.3
1783436340,4166.2,4166.4,4165.0,4165.0
