epoch,dt_utc,event,dir,mag,price,src
1721192400,2024-07-17 05:00,COMPRESSION,0,3.7,2470.2,REF_H1_YAHOO
1721196000,2024-07-17 06:00,COMPRESSION,0,3.56,2471.4,REF_H1_YAHOO
1721199600,2024-07-17 07:00,COMPRESSION,0,3.04,2479.1,REF_H1_YAHOO
1721203200,2024-07-17 08:00,COMPRESSION,0,3.03,2479.6,REF_H1_YAHOO
1721203200,2024-07-17 08:00,FVG_UP,1,0.52,2479.6,REF_H1_YAHOO
1721206800,2024-07-17 09:00,COMPRESSION,0,3.04,2479.5,REF_H1_YAHOO
1721206800,2024-07-17 09:00,FVG_FILL,1,1,2474.3999999999996,REF_H1_YAHOO
1721210400,2024-07-17 10:00,COMPRESSION,0,3.0,2472.3,REF_H1_YAHOO
1721214000,2024-07-17 11:00,COMPRESSION,0,2.98,2474.6,REF_H1_YAHOO
1721217600,2024-07-17 12:00,COMPRESSION,0,2.96,2478.2,REF_H1_YAHOO
1721221200,2024-07-17 13:00,COMPRESSION,0,3.02,2487.7,REF_H1_YAHOO
1721221200,2024-07-17 13:00,BREAKOUT_UP,1,0.04,2487.7,REF_H1_YAHOO
1721221200,2024-07-17 13:00,TREND_ACCEL,1,1.73,2487.7,REF_H1_YAHOO
1721224800,2024-07-17 14:00,COMPRESSION,0,3.08,2468.0,REF_H1_YAHOO
1721224800,2024-07-17 14:00,VOL_EXPLOSION,-1,3.08,2468.0,REF_H1_YAHOO
1721224800,2024-07-17 14:00,DISPLACEMENT,-1,2.62,2468.0,REF_H1_YAHOO
1721224800,2024-07-17 14:00,SFP_HIGH,-1,0.03,2468.0,REF_H1_YAHOO
1721228400,2024-07-17 15:00,COMPRESSION,0,3.51,2468.0,REF_H1_YAHOO
1721228400,2024-07-17 15:00,FVG_DN,-1,0.68,2468.0,REF_H1_YAHOO
1721232000,2024-07-17 16:00,COMPRESSION,0,4.19,2459.9,REF_H1_YAHOO
1721235600,2024-07-17 17:00,COMPRESSION,0,4.32,2456.7,REF_H1_YAHOO
1721235600,2024-07-17 17:00,BREAKOUT_DN,-1,0.05,2456.7,REF_H1_YAHOO
1721239200,2024-07-17 18:00,COMPRESSION,0,4.43,2462.1,REF_H1_YAHOO
1721239200,2024-07-17 18:00,SFP_LOW,1,0.07,2462.1,REF_H1_YAHOO
1721242800,2024-07-17 19:00,COMPRESSION,0,4.52,2462.3,REF_H1_YAHOO
1721246400,2024-07-17 20:00,COMPRESSION,0,4.55,2463.1,REF_H1_YAHOO
1721246400,2024-07-17 20:00,FALSE_BREAK,1,0,2487.4,REF_H1_YAHOO
1721253600,2024-07-17 22:00,COMPRESSION,0,4.57,2462.6,REF_H1_YAHOO
1721257200,2024-07-17 23:00,COMPRESSION,0,4.58,2465.0,REF_H1_YAHOO
1721260800,2024-07-18 00:00,COMPRESSION,0,4.55,2462.4,REF_H1_YAHOO
1721264400,2024-07-18 01:00,COMPRESSION,0,4.48,2466.0,REF_H1_YAHOO
1721264400,2024-07-18 01:00,FALSE_BREAK,-1,0,2457.1,REF_H1_YAHOO
1721271600,2024-07-18 03:00,FVG_UP,1,0.11,2471.7,REF_H1_YAHOO
1721275200,2024-07-18 04:00,COMPRESSION,0,2.31,2468.8,REF_H1_YAHOO
1721275200,2024-07-18 04:00,FVG_FILL,1,1,2468.3,REF_H1_YAHOO
1721278800,2024-07-18 05:00,COMPRESSION,0,2.44,2470.4,REF_H1_YAHOO
1721278800,2024-07-18 05:00,FVG_FILL,-1,13,2473.25,REF_H1_YAHOO
1721286000,2024-07-18 07:00,FVG_UP,1,0.11,2475.3,REF_H1_YAHOO
1721289600,2024-07-18 08:00,COMPRESSION,0,2.34,2469.4,REF_H1_YAHOO
1721289600,2024-07-18 08:00,FVG_FILL,1,1,2473.8,REF_H1_YAHOO
1721293200,2024-07-18 09:00,COMPRESSION,0,2.36,2468.9,REF_H1_YAHOO
1721293200,2024-07-18 09:00,FVG_DN,-1,0.43,2468.9,REF_H1_YAHOO
1721296800,2024-07-18 10:00,COMPRESSION,0,2.37,2467.3,REF_H1_YAHOO
1721300400,2024-07-18 11:00,COMPRESSION,0,2.39,2467.7,REF_H1_YAHOO
1721304000,2024-07-18 12:00,COMPRESSION,0,2.37,2467.2,REF_H1_YAHOO
1721307600,2024-07-18 13:00,COMPRESSION,0,2.46,2467.4,REF_H1_YAHOO
1721311200,2024-07-18 14:00,COMPRESSION,0,2.49,2471.7,REF_H1_YAHOO
1721311200,2024-07-18 14:00,FVG_FILL,-1,5,2472.6,REF_H1_YAHOO
1721314800,2024-07-18 15:00,COMPRESSION,0,2.56,2464.4,REF_H1_YAHOO
1721318400,2024-07-18 16:00,COMPRESSION,0,2.81,2459.1,REF_H1_YAHOO
1721322000,2024-07-18 17:00,COMPRESSION,0,3.52,2459.3,REF_H1_YAHOO
1721322000,2024-07-18 17:00,SFP_LOW,1,0.16,2459.3,REF_H1_YAHOO
1721322000,2024-07-18 17:00,FVG_DN,-1,0.57,2459.3,REF_H1_YAHOO
1721325600,2024-07-18 18:00,COMPRESSION,0,3.63,2454.3,REF_H1_YAHOO
1721325600,2024-07-18 18:00,BREAKOUT_DN,-1,0.01,2454.3,REF_H1_YAHOO
1721329200,2024-07-18 19:00,BREAKOUT_DN,-1,1.16,2445.6,REF_H1_YAHOO
1721340000,2024-07-18 22:00,COMPRESSION,0,4.31,2446.8,REF_H1_YAHOO
1721343600,2024-07-18 23:00,COMPRESSION,0,4.29,2443.7,REF_H1_YAHOO
1721347200,2024-07-19 00:00,BREAKOUT_DN,-1,0.77,2437.3,REF_H1_YAHOO
1721347200,2024-07-19 00:00,FVG_DN,-1,0.3,2437.3,REF_H1_YAHOO
1721347200,2024-07-19 00:00,TREND_ACCEL,-1,2.03,2437.3,REF_H1_YAHOO
1721350800,2024-07-19 01:00,BREAKOUT_DN,-1,0.04,2428.7,REF_H1_YAHOO
1721350800,2024-07-19 01:00,FVG_DN,-1,0.81,2428.7,REF_H1_YAHOO
1721354400,2024-07-19 02:00,TRUE_BREAK,-1,0,2454.4,REF_H1_YAHOO
1721358000,2024-07-19 03:00,TRUE_BREAK,-1,0,2453.6,REF_H1_YAHOO
1721368800,2024-07-19 06:00,BREAKOUT_DN,-1,0.13,2422.3,REF_H1_YAHOO
1721368800,2024-07-19 06:00,FVG_DN,-1,0.01,2422.3,REF_H1_YAHOO
1721372400,2024-07-19 07:00,SFP_LOW,1,0.22,2420.4,REF_H1_YAHOO
1721372400,2024-07-19 07:00,TRUE_BREAK,-1,0,2442.9,REF_H1_YAHOO
1721376000,2024-07-19 08:00,FALSE_BREAK,-1,0,2429.0,REF_H1_YAHOO
1721383200,2024-07-19 10:00,BREAKOUT_DN,-1,0.1,2414.6,REF_H1_YAHOO
1721383200,2024-07-19 10:00,FVG_DN,-1,0.01,2414.6,REF_H1_YAHOO
1721386800,2024-07-19 11:00,BREAKOUT_DN,-1,0.07,2412.1,REF_H1_YAHOO
1721386800,2024-07-19 11:00,FVG_DN,-1,0.06,2412.1,REF_H1_YAHOO
1721390400,2024-07-19 12:00,BREAKOUT_DN,-1,0.68,2405.8,REF_H1_YAHOO
1721390400,2024-07-19 12:00,FVG_DN,-1,0.04,2405.8,REF_H1_YAHOO
1721394000,2024-07-19 13:00,TRUE_BREAK,-1,0,2423.2,REF_H1_YAHOO
1721394000,2024-07-19 13:00,FVG_DN,-1,0.26,2405.8,REF_H1_YAHOO
1721394000,2024-07-19 13:00,TREND_ACCEL,-1,1.8,2405.8,REF_H1_YAHOO
1721401200,2024-07-19 15:00,FVG_FILL,-1,2,2409.6499999999996,REF_H1_YAHOO
1721408400,2024-07-19 17:00,COMPRESSION,0,4.81,2400.8,REF_H1_YAHOO
1721408400,2024-07-19 17:00,TRUE_BREAK,-1,0,2415.3,REF_H1_YAHOO
1721412000,2024-07-19 18:00,COMPRESSION,0,4.63,2400.3,REF_H1_YAHOO
1721412000,2024-07-19 18:00,TRUE_BREAK,-1,0,2412.6,REF_H1_YAHOO
1721415600,2024-07-19 19:00,COMPRESSION,0,4.4,2400.7,REF_H1_YAHOO
1721415600,2024-07-19 19:00,TRUE_BREAK,-1,0,2410.6,REF_H1_YAHOO
1721419200,2024-07-19 20:00,COMPRESSION,0,4.36,2402.5,REF_H1_YAHOO
1721599200,2024-07-21 22:00,COMPRESSION,0,4.18,2412.8,REF_H1_YAHOO
1721599200,2024-07-21 22:00,RETURN_TO_RANGE,-1,0,2412.6,REF_H1_YAHOO
1721599200,2024-07-21 22:00,RETEST_FAIL,-1,0,2412.6,REF_H1_YAHOO
1721599200,2024-07-21 22:00,RETURN_TO_RANGE,-1,0,2410.6,REF_H1_YAHOO
1721599200,2024-07-21 22:00,RETEST_FAIL,-1,0,2410.6,REF_H1_YAHOO
1721599200,2024-07-21 22:00,FVG_UP,1,0.08,2412.8,REF_H1_YAHOO
1721599200,2024-07-21 22:00,FVG_FILL,-1,9,2412.45,REF_H1_YAHOO
1721602800,2024-07-21 23:00,COMPRESSION,0,3.44,2413.3,REF_H1_YAHOO
1721602800,2024-07-21 23:00,FVG_UP,1,1.21,2413.3,REF_H1_YAHOO
1721606400,2024-07-22 00:00,COMPRESSION,0,3.1,2409.8,REF_H1_YAHOO
1721610000,2024-07-22 01:00,COMPRESSION,0,2.76,2408.5,REF_H1_YAHOO
1721613600,2024-07-22 02:00,COMPRESSION,0,2.75,2408.4,REF_H1_YAHOO
1721613600,2024-07-22 02:00,FVG_FILL,1,3,2406.6,REF_H1_YAHOO
1721617200,2024-07-22 03:00,COMPRESSION,0,2.54,2408.6,REF_H1_YAHOO
1721620800,2024-07-22 04:00,COMPRESSION,0,2.56,2407.2,REF_H1_YAHOO
1721624400,2024-07-22 05:00,COMPRESSION,0,2.55,2404.5,REF_H1_YAHOO
1721628000,2024-07-22 06:00,COMPRESSION,0,2.53,2403.9,REF_H1_YAHOO
1721628000,2024-07-22 06:00,FVG_FILL,1,8,2402.25,REF_H1_YAHOO
1721628000,2024-07-22 06:00,TREND_ACCEL,-1,0.89,2403.9,REF_H1_YAHOO
1721631600,2024-07-22 07:00,COMPRESSION,0,2.31,2404.0,REF_H1_YAHOO
1721635200,2024-07-22 08:00,COMPRESSION,0,2.33,2402.4,REF_H1_YAHOO
1721638800,2024-07-22 09:00,COMPRESSION,0,2.2,2406.1,REF_H1_YAHOO
1721642400,2024-07-22 10:00,COMPRESSION,0,2.06,2408.4,REF_H1_YAHOO
1721646000,2024-07-22 11:00,COMPRESSION,0,2.21,2399.6,REF_H1_YAHOO
1721649600,2024-07-22 12:00,FVG_DN,-1,0.62,2395.8,REF_H1_YAHOO
1721656800,2024-07-22 14:00,BREAKOUT_DN,-1,0.22,2388.6,REF_H1_YAHOO
1721660400,2024-07-22 15:00,COMPRESSION,0,3.69,2387.6,REF_H1_YAHOO
1721660400,2024-07-22 15:00,FVG_DN,-1,0.11,2387.6,REF_H1_YAHOO
1721664000,2024-07-22 16:00,COMPRESSION,0,3.55,2394.3,REF_H1_YAHOO
1721664000,2024-07-22 16:00,FVG_FILL,-1,1,2392.4,REF_H1_YAHOO
1721667600,2024-07-22 17:00,COMPRESSION,0,3.58,2395.4,REF_H1_YAHOO
1721667600,2024-07-22 17:00,FVG_UP,1,0.14,2395.4,REF_H1_YAHOO
1721671200,2024-07-22 18:00,COMPRESSION,0,3.61,2397.1,REF_H1_YAHOO
1721674800,2024-07-22 19:00,COMPRESSION,0,3.62,2400.6,REF_H1_YAHOO
1721678400,2024-07-22 20:00,COMPRESSION,0,3.64,2398.2,REF_H1_YAHOO
1721685600,2024-07-22 22:00,COMPRESSION,0,3.74,2396.3,REF_H1_YAHOO
1721685600,2024-07-22 22:00,FALSE_BREAK,-1,0,2390.2,REF_H1_YAHOO
1721689200,2024-07-22 23:00,COMPRESSION,0,3.88,2396.7,REF_H1_YAHOO
1721692800,2024-07-23 00:00,COMPRESSION,0,3.72,2401.2,REF_H1_YAHOO
1721696400,2024-07-23 01:00,COMPRESSION,0,3.09,2402.1,REF_H1_YAHOO
1721696400,2024-07-23 01:00,FVG_UP,1,0.26,2402.1,REF_H1_YAHOO
1721696400,2024-07-23 01:00,FVG_FILL,-1,12,2403.25,REF_H1_YAHOO
1721696400,2024-07-23 01:00,TREND_ACCEL,1,0.97,2402.1,REF_H1_YAHOO
1721700000,2024-07-23 02:00,COMPRESSION,0,3.19,2400.7,REF_H1_YAHOO
1721703600,2024-07-23 03:00,COMPRESSION,0,3.29,2399.2,REF_H1_YAHOO
1721703600,2024-07-23 03:00,FVG_FILL,1,2,2398.15,REF_H1_YAHOO
1721707200,2024-07-23 04:00,COMPRESSION,0,3.26,2397.7,REF_H1_YAHOO
1721710800,2024-07-23 05:00,COMPRESSION,0,2.93,2393.4,REF_H1_YAHOO
1721710800,2024-07-23 05:00,FVG_FILL,1,11,2392.5,REF_H1_YAHOO
1721714400,2024-07-23 06:00,COMPRESSION,0,2.64,2391.4,REF_H1_YAHOO
1721714400,2024-07-23 06:00,FVG_DN,-1,0.31,2391.4,REF_H1_YAHOO
1721718000,2024-07-23 07:00,COMPRESSION,0,2.61,2398.7,REF_H1_YAHOO
1721718000,2024-07-23 07:00,FVG_FILL,-1,1,2395.8500000000004,REF_H1_YAHOO
1721721600,2024-07-23 08:00,COMPRESSION,0,3.08,2405.0,REF_H1_YAHOO
1721721600,2024-07-23 08:00,FVG_UP,1,0.37,2405.0,REF_H1_YAHOO
1721725200,2024-07-23 09:00,COMPRESSION,0,3.3,2408.2,REF_H1_YAHOO
1721725200,2024-07-23 09:00,FVG_UP,1,0.64,2408.2,REF_H1_YAHOO
1721728800,2024-07-23 10:00,COMPRESSION,0,3.36,2408.9,REF_H1_YAHOO
1721732400,2024-07-23 11:00,COMPRESSION,0,4.01,2408.9,REF_H1_YAHOO
1721736000,2024-07-23 12:00,COMPRESSION,0,4.01,2406.8,REF_H1_YAHOO
1721739600,2024-07-23 13:00,COMPRESSION,0,3.97,2403.2,REF_H1_YAHOO
1721739600,2024-07-23 13:00,FVG_FILL,1,4,2402.25,REF_H1_YAHOO
1721743200,2024-07-23 14:00,COMPRESSION,0,3.98,2404.1,REF_H1_YAHOO
1721746800,2024-07-23 15:00,COMPRESSION,0,4.08,2406.5,REF_H1_YAHOO
1721750400,2024-07-23 16:00,COMPRESSION,0,4.16,2406.5,REF_H1_YAHOO
1721754000,2024-07-23 17:00,COMPRESSION,0,4.24,2406.0,REF_H1_YAHOO
1721757600,2024-07-23 18:00,COMPRESSION,0,4.31,2406.8,REF_H1_YAHOO
1721761200,2024-07-23 19:00,COMPRESSION,0,4.0,2408.5,REF_H1_YAHOO
1721764800,2024-07-23 20:00,COMPRESSION,0,2.89,2410.6,REF_H1_YAHOO
1721764800,2024-07-23 20:00,TREND_ACCEL,1,0.8,2410.6,REF_H1_YAHOO
1721772000,2024-07-23 22:00,COMPRESSION,0,2.32,2410.2,REF_H1_YAHOO
1721775600,2024-07-23 23:00,COMPRESSION,0,2.33,2409.3,REF_H1_YAHOO
1721779200,2024-07-24 00:00,COMPRESSION,0,2.4,2409.1,REF_H1_YAHOO
1721782800,2024-07-24 01:00,COMPRESSION,0,2.29,2409.2,REF_H1_YAHOO
1721782800,2024-07-24 01:00,TREND_ACCEL,-1,1.35,2409.2,REF_H1_YAHOO
1721786400,2024-07-24 02:00,COMPRESSION,0,3.06,2415.3,REF_H1_YAHOO
1721786400,2024-07-24 02:00,BREAKOUT_UP,1,0.32,2415.3,REF_H1_YAHOO
1721786400,2024-07-24 02:00,FVG_FILL,-1,60,2416.7,REF_H1_YAHOO
1721790000,2024-07-24 03:00,COMPRESSION,0,3.44,2417.6,REF_H1_YAHOO
1721790000,2024-07-24 03:00,FVG_UP,1,0.31,2417.6,REF_H1_YAHOO
1721790000,2024-07-24 03:00,FVG_FILL,-1,62,2418.55,REF_H1_YAHOO
1721793600,2024-07-24 04:00,COMPRESSION,0,2.97,2419.1,REF_H1_YAHOO
1721797200,2024-07-24 05:00,COMPRESSION,0,2.86,2417.1,REF_H1_YAHOO
1721800800,2024-07-24 06:00,COMPRESSION,0,2.97,2418.5,REF_H1_YAHOO
1721800800,2024-07-24 06:00,SFP_HIGH,-1,0.13,2418.5,REF_H1_YAHOO
1721804400,2024-07-24 07:00,COMPRESSION,0,2.74,2415.6,REF_H1_YAHOO
1721804400,2024-07-24 07:00,FVG_FILL,1,4,2413.95,REF_H1_YAHOO
1721808000,2024-07-24 08:00,COMPRESSION,0,2.61,2412.8,REF_H1_YAHOO
1721811600,2024-07-24 09:00,COMPRESSION,0,2.61,2414.1,REF_H1_YAHOO
1721811600,2024-07-24 09:00,FALSE_BREAK,1,0,2413.5,REF_H1_YAHOO
1721815200,2024-07-24 10:00,COMPRESSION,0,2.61,2414.4,REF_H1_YAHOO
1721818800,2024-07-24 11:00,COMPRESSION,0,2.6,2418.5,REF_H1_YAHOO
1721822400,2024-07-24 12:00,COMPRESSION,0,3.06,2422.4,REF_H1_YAHOO
1721822400,2024-07-24 12:00,BREAKOUT_UP,1,0.37,2422.4,REF_H1_YAHOO
1721826000,2024-07-24 13:00,COMPRESSION,0,3.81,2422.7,REF_H1_YAHOO
1721826000,2024-07-24 13:00,FVG_FILL,-1,76,2426.55,REF_H1_YAHOO
1721829600,2024-07-24 14:00,COMPRESSION,0,4.28,2431.2,REF_H1_YAHOO
1721829600,2024-07-24 14:00,BREAKOUT_UP,1,0.64,2431.2,REF_H1_YAHOO
1721833200,2024-07-24 15:00,COMPRESSION,0,3.88,2425.6,REF_H1_YAHOO
1721836800,2024-07-24 16:00,COMPRESSION,0,3.95,2419.5,REF_H1_YAHOO
1721840400,2024-07-24 17:00,COMPRESSION,0,4.25,2409.6,REF_H1_YAHOO
1721840400,2024-07-24 17:00,DISPLACEMENT,-1,1.69,2409.6,REF_H1_YAHOO
1721840400,2024-07-24 17:00,FVG_DN,-1,0.52,2409.6,REF_H1_YAHOO
1721844000,2024-07-24 18:00,COMPRESSION,0,4.69,2408.9,REF_H1_YAHOO
1721844000,2024-07-24 18:00,FVG_DN,-1,1.57,2408.9,REF_H1_YAHOO
1721847600,2024-07-24 19:00,DISPLACEMENT,-1,1.68,2399.0,REF_H1_YAHOO
1721847600,2024-07-24 19:00,BREAKOUT_DN,-1,1.01,2399.0,REF_H1_YAHOO
1721847600,2024-07-24 19:00,FALSE_BREAK,1,0,2420.3,REF_H1_YAHOO
1721851200,2024-07-24 20:00,BREAKOUT_DN,-1,0.21,2397.5,REF_H1_YAHOO
1721851200,2024-07-24 20:00,FVG_DN,-1,0.91,2397.5,REF_H1_YAHOO
1721858400,2024-07-24 22:00,FALSE_BREAK,1,0,2427.5,REF_H1_YAHOO
1721858400,2024-07-24 22:00,FVG_DN,-1,0.03,2397.6,REF_H1_YAHOO
1721858400,2024-07-24 22:00,FVG_FILL,1,36,2396.05,REF_H1_YAHOO
1721862000,2024-07-24 23:00,FVG_FILL,-1,1,2398.6,REF_H1_YAHOO
1721865600,2024-07-25 00:00,VOL_EXPLOSION,-1,3.28,2396.6,REF_H1_YAHOO
1721865600,2024-07-25 00:00,DISPLACEMENT,-1,3.07,2396.6,REF_H1_YAHOO
1721865600,2024-07-25 00:00,FVG_FILL,-1,5,2414.6,REF_H1_YAHOO
1721865600,2024-07-25 00:00,FVG_FILL,-1,3,2403.55,REF_H1_YAHOO
1721869200,2024-07-25 01:00,VOL_EXPLOSION,-1,4.43,2375.4,REF_H1_YAHOO
1721869200,2024-07-25 01:00,DISPLACEMENT,-1,3.14,2375.4,REF_H1_YAHOO
1721869200,2024-07-25 01:00,BREAKOUT_DN,-1,2.55,2375.4,REF_H1_YAHOO
1721872800,2024-07-25 02:00,SFP_LOW,1,0.06,2371.7,REF_H1_YAHOO
1721872800,2024-07-25 02:00,FVG_DN,-1,2.25,2371.7,REF_H1_YAHOO
1721876400,2024-07-25 03:00,TRUE_BREAK,-1,0,2404.9,REF_H1_YAHOO
1721880000,2024-07-25 04:00,FALSE_BREAK,-1,0,2398.7,REF_H1_YAHOO
1721890800,2024-07-25 07:00,SFP_LOW,1,0.08,2373.6,REF_H1_YAHOO
1721894400,2024-07-25 08:00,TRUE_BREAK,-1,0,2392.8,REF_H1_YAHOO
1721905200,2024-07-25 11:00,DISPLACEMENT,-1,1.75,2367.8,REF_H1_YAHOO
1721912400,2024-07-25 13:00,COMPRESSION,0,4.88,2364.2,REF_H1_YAHOO
1721912400,2024-07-25 13:00,SFP_LOW,1,0.09,2364.2,REF_H1_YAHOO
1721916000,2024-07-25 14:00,COMPRESSION,0,3.15,2366.1,REF_H1_YAHOO
1721919600,2024-07-25 15:00,COMPRESSION,0,3.17,2362.5,REF_H1_YAHOO
1721923200,2024-07-25 16:00,COMPRESSION,0,3.24,2361.9,REF_H1_YAHOO
1721923200,2024-07-25 16:00,SFP_LOW,1,0.06,2361.9,REF_H1_YAHOO
1721926800,2024-07-25 17:00,COMPRESSION,0,3.78,2355.3,REF_H1_YAHOO
1721926800,2024-07-25 17:00,BREAKOUT_DN,-1,0.17,2355.3,REF_H1_YAHOO
1721926800,2024-07-25 17:00,TREND_ACCEL,-1,1.6,2355.3,REF_H1_YAHOO
1721930400,2024-07-25 18:00,COMPRESSION,0,3.76,2356.4,REF_H1_YAHOO
1721934000,2024-07-25 19:00,COMPRESSION,0,3.73,2361.7,REF_H1_YAHOO
1721937600,2024-07-25 20:00,COMPRESSION,0,3.7,2363.4,REF_H1_YAHOO
1721944800,2024-07-25 22:00,COMPRESSION,0,3.71,2362.2,REF_H1_YAHOO
1721948400,2024-07-25 23:00,COMPRESSION,0,3.73,2362.8,REF_H1_YAHOO
1721952000,2024-07-26 00:00,COMPRESSION,0,3.61,2361.6,REF_H1_YAHOO
1721955600,2024-07-26 01:00,COMPRESSION,0,2.95,2372.0,REF_H1_YAHOO
1721955600,2024-07-26 01:00,FALSE_BREAK,-1,0,2356.7,REF_H1_YAHOO
1721959200,2024-07-26 02:00,COMPRESSION,0,3.02,2372.7,REF_H1_YAHOO
1721959200,2024-07-26 02:00,FVG_UP,1,0.54,2372.7,REF_H1_YAHOO
1721962800,2024-07-26 03:00,COMPRESSION,0,3.03,2370.3,REF_H1_YAHOO
1721966400,2024-07-26 04:00,COMPRESSION,0,3.07,2368.4,REF_H1_YAHOO
1721970000,2024-07-26 05:00,COMPRESSION,0,3.06,2372.6,REF_H1_YAHOO
1721973600,2024-07-26 06:00,COMPRESSION,0,3.01,2368.1,REF_H1_YAHOO
1721973600,2024-07-26 06:00,FVG_FILL,1,4,2366.65,REF_H1_YAHOO
1721977200,2024-07-26 07:00,COMPRESSION,0,2.85,2370.0,REF_H1_YAHOO
1721980800,2024-07-26 08:00,COMPRESSION,0,2.72,2371.5,REF_H1_YAHOO
1721984400,2024-07-26 09:00,COMPRESSION,0,2.74,2372.3,REF_H1_YAHOO
1721991600,2024-07-26 11:00,COMPRESSION,0,2.75,2371.9,REF_H1_YAHOO
1721995200,2024-07-26 12:00,COMPRESSION,0,2.72,2376.4,REF_H1_YAHOO
1721998800,2024-07-26 13:00,COMPRESSION,0,3.21,2380.4,REF_H1_YAHOO
1721998800,2024-07-26 13:00,BREAKOUT_UP,1,0.28,2380.4,REF_H1_YAHOO
1721998800,2024-07-26 13:00,TREND_ACCEL,1,1.13,2380.4,REF_H1_YAHOO
1722002400,2024-07-26 14:00,COMPRESSION,0,2.98,2380.8,REF_H1_YAHOO
1722002400,2024-07-26 14:00,FVG_UP,1,0.01,2380.8,REF_H1_YAHOO
1722002400,2024-07-26 14:00,FVG_FILL,-1,35,2387.5,REF_H1_YAHOO
1722002400,2024-07-26 14:00,TREND_ACCEL,1,1.33,2380.8,REF_H1_YAHOO
1722006000,2024-07-26 15:00,COMPRESSION,0,3.03,2384.2,REF_H1_YAHOO
1722009600,2024-07-26 16:00,COMPRESSION,0,3.08,2388.3,REF_H1_YAHOO
1722013200,2024-07-26 17:00,COMPRESSION,0,3.09,2382.4,REF_H1_YAHOO
1722016800,2024-07-26 18:00,COMPRESSION,0,3.11,2383.4,REF_H1_YAHOO
1722020400,2024-07-26 19:00,COMPRESSION,0,2.77,2385.4,REF_H1_YAHOO
1722024000,2024-07-26 20:00,COMPRESSION,0,2.65,2385.7,REF_H1_YAHOO
1722024000,2024-07-26 20:00,TRUE_BREAK,1,0,2378.0,REF_H1_YAHOO
1722204000,2024-07-28 22:00,BREAKOUT_UP,1,0.58,2394.5,REF_H1_YAHOO
1722204000,2024-07-28 22:00,RETURN_TO_RANGE,-1,0,2392.8,REF_H1_YAHOO
1722204000,2024-07-28 22:00,RETEST_FAIL,-1,0,2392.8,REF_H1_YAHOO
1722207600,2024-07-28 23:00,FVG_UP,1,0.66,2396.0,REF_H1_YAHOO
1722214800,2024-07-29 01:00,FVG_FILL,1,2,2390.65,REF_H1_YAHOO
1722218400,2024-07-29 02:00,FVG_DN,-1,0.32,2391.8,REF_H1_YAHOO
1722229200,2024-07-29 05:00,TRUE_BREAK,1,0,2389.7,REF_H1_YAHOO
1722229200,2024-07-29 05:00,FVG_FILL,-1,3,2394.7,REF_H1_YAHOO
1722232800,2024-07-29 06:00,RETURN_TO_RANGE,1,0,2389.7,REF_H1_YAHOO
1722232800,2024-07-29 06:00,RETEST_HOLD,1,0,2389.7,REF_H1_YAHOO
1722236400,2024-07-29 07:00,COMPRESSION,0,2.78,2390.2,REF_H1_YAHOO
1722240000,2024-07-29 08:00,COMPRESSION,0,2.81,2388.9,REF_H1_YAHOO
1722243600,2024-07-29 09:00,COMPRESSION,0,2.47,2391.2,REF_H1_YAHOO
1722247200,2024-07-29 10:00,COMPRESSION,0,2.37,2390.8,REF_H1_YAHOO
1722250800,2024-07-29 11:00,COMPRESSION,0,2.26,2386.4,REF_H1_YAHOO
1722254400,2024-07-29 12:00,COMPRESSION,0,2.46,2392.0,REF_H1_YAHOO
1722258000,2024-07-29 13:00,COMPRESSION,0,2.52,2389.9,REF_H1_YAHOO
1722261600,2024-07-29 14:00,COMPRESSION,0,2.42,2379.4,REF_H1_YAHOO
1722261600,2024-07-29 14:00,DISPLACEMENT,-1,1.56,2379.4,REF_H1_YAHOO
1722265200,2024-07-29 15:00,COMPRESSION,0,4.03,2374.6,REF_H1_YAHOO
1722265200,2024-07-29 15:00,BREAKOUT_DN,-1,0.5,2374.6,REF_H1_YAHOO
1722265200,2024-07-29 15:00,RETURN_TO_RANGE,1,0,2378.0,REF_H1_YAHOO
1722265200,2024-07-29 15:00,RETEST_FAIL,1,0,2378.0,REF_H1_YAHOO
1722265200,2024-07-29 15:00,FVG_DN,-1,0.96,2374.6,REF_H1_YAHOO
1722265200,2024-07-29 15:00,FVG_FILL,1,24,2377.95,REF_H1_YAHOO
1722268800,2024-07-29 16:00,COMPRESSION,0,4.11,2375.7,REF_H1_YAHOO
1722268800,2024-07-29 16:00,FVG_DN,-1,0.22,2375.7,REF_H1_YAHOO
1722272400,2024-07-29 17:00,COMPRESSION,0,4.11,2375.5,REF_H1_YAHOO
1722272400,2024-07-29 17:00,FVG_FILL,-1,1,2377.45,REF_H1_YAHOO
1722276000,2024-07-29 18:00,COMPRESSION,0,4.12,2376.9,REF_H1_YAHOO
1722279600,2024-07-29 19:00,COMPRESSION,0,4.2,2380.1,REF_H1_YAHOO
1722283200,2024-07-29 20:00,COMPRESSION,0,4.23,2381.5,REF_H1_YAHOO
1722283200,2024-07-29 20:00,FVG_UP,1,0.03,2381.5,REF_H1_YAHOO
1722290400,2024-07-29 22:00,COMPRESSION,0,4.31,2381.3,REF_H1_YAHOO
1722294000,2024-07-29 23:00,COMPRESSION,0,4.35,2378.2,REF_H1_YAHOO
1722294000,2024-07-29 23:00,FALSE_BREAK,-1,0,2378.0,REF_H1_YAHOO
