epoch,state,net,range
1748368800,S2,8.00,15.00
1748390400,S1,-2.90,25.00
1748412000,S1,4.90,27.90
1748433600,S3,-15.40,29.40
1748455200,S3,-39.70,57.00
1748476800,S2,14.30,34.20
1748498400,S6,52.30,65.50
1748520000,S2,24.40,57.30
1748541600,S5,-10.00,14.20
1748563200,S1,-11.50,33.30
1748584800,S3,-8.80,16.50
1748606400,S4,-3.20,38.10
1748822400,S2,14.60,25.70
1748844000,S2,33.30,38.00
1748865600,S2,18.30,30.20
1748887200,S2,13.40,22.00
1748908800,S3,-22.70,33.10
1748930400,S1,-6.60,16.50
1748952000,S1,-5.90,30.00
1748973600,S5,6.90,11.50
1748995200,S4,-9.70,27.40
1749016800,S1,-4.00,22.10
1749038400,S4,33.20,41.50
1749060000,S1,-2.20,12.40
1749081600,S3,-14.40,23.20
1749103200,S2,29.10,40.90
1749124800,S3,-39.90,62.70
1749146400,S1,7.70,13.20
1749168000,S1,5.10,20.40
1749189600,S1,-7.70,16.00
1749211200,S3,-35.60,48.80
1749427200,S1,-3.40,25.90
1749448800,S1,3.40,17.10
1749470400,S2,15.40,27.50
1749492000,S3,-7.40,16.10
1749513600,S1,-8.70,25.30
1749535200,S2,16.50,28.00
1749556800,S1,-8.80,29.60
1749578400,S1,2.60,20.20
1749600000,S2,11.90,19.70
1749621600,S1,-6.80,24.00
1749643200,S3,-9.30,42.90
1749664800,S4,41.10,50.00
1749686400,S2,8.80,15.90
1749708000,S4,4.80,50.70
1749729600,S1,3.80,23.10
1749751200,S5,13.00,17.40
1749772800,S2,31.00,54.60
1749794400,S1,-5.10,22.20
1749816000,S1,8.30,28.80
1750032000,S3,-23.10,34.80
1750053600,S1,-6.20,13.50
1750075200,S4,-22.60,37.20
1750096800,S1,10.20,20.50
1750118400,S3,-11.50,31.40
1750140000,S1,-3.70,25.30
1750161600,S1,1.50,32.00
1750183200,S1,-3.40,13.60
1750204800,S1,-0.30,30.20
1750226400,S1,-4.60,13.10
1750248000,S1,4.30,24.10
1750269600,S3,-19.80,34.10
1750291200,S1,-10.00,28.30
1750312800,S1,7.40,33.30
1750334400,S1,-3.70,15.50
1750377600,S3,-24.10,28.10
1750399200,S1,2.00,19.40
1750420800,S4,20.20,33.50
1750636800,S3,-17.00,27.90
1750658400,S2,24.00,31.50
1750680000,S4,2.20,39.00
1750701600,S3,-39.20,48.80
1750723200,S1,-12.90,32.30
1750744800,S1,-10.90,16.50
1750766400,S1,-2.90,27.30
1750788000,S5,5.80,9.80
1750809600,S1,7.40,12.10
1750831200,S3,-8.80,16.30
1750852800,S1,5.60,23.90
1750874400,S2,10.50,13.90
1750896000,S1,-4.50,14.40
1750917600,S1,-1.50,19.10
1750939200,S1,-0.20,35.30
1750960800,S3,-14.60,19.20
1750982400,S3,-21.90,34.70
1751004000,S3,-17.20,24.90
1751025600,S1,-3.00,28.50
1751241600,S2,25.20,32.50
1751263200,S3,-10.50,22.30
1751284800,S2,16.50,21.60
1751306400,S2,18.70,21.70
1751328000,S2,15.50,22.00
1751349600,S2,20.90,29.40
1751371200,S1,-9.20,21.80
1751392800,S5,-3.50,7.50
1751414400,S1,0.10,16.40
1751436000,S1,3.80,21.40
1751457600,S1,7.70,17.70
1751479200,S4,0.10,17.50
1751500800,S1,10.00,19.30
1751522400,S1,-13.80,21.30
1751544000,S4,-13.40,41.00
1751565600,S5,0.00,0.00
1751608800,S1,-4.40,13.40
1751630400,S1,2.00,7.60
1751846400,S3,-15.70,25.10
1751868000,S3,-11.50,19.90
1751889600,S2,30.60,36.80
1751911200,S1,3.10,17.80
1751932800,S1,-0.10,11.00
1751954400,S1,-9.50,20.30
1751976000,S4,-19.20,43.80
1751997600,S3,-4.60,11.90
1752019200,S4,-13.00,23.20
1752040800,S1,-5.00,14.10
1752062400,S2,25.30,30.70
1752084000,S1,7.30,12.50
1752105600,S1,4.50,11.20
1752127200,S1,-0.50,12.50
1752148800,S1,-2.70,19.80
1752170400,S2,7.60,11.40
1752192000,S2,12.60,21.50
1752213600,S1,12.50,20.20
1752235200,S1,8.50,26.00
1752472800,S1,3.50,16.90
1752494400,S4,-15.00,28.20
1752516000,S5,-5.10,10.20
1752537600,S2,17.20,21.10
1752559200,S1,-7.50,12.60
1752580800,S4,-28.70,42.50
1752602400,S1,2.80,9.40
1752624000,S1,6.80,14.90
1752645600,S1,1.80,8.90
1752667200,S6,15.70,59.70
1752688800,S3,-10.00,14.00
1752710400,S1,-6.30,10.50
1752732000,S3,-16.00,18.50
1752753600,S4,13.30,32.20
1752775200,S5,2.70,9.30
1752796800,S3,-6.90,11.50
1752818400,S2,21.90,27.10
1752840000,S1,-2.20,11.10
1753056000,S2,18.70,23.10
1753077600,S2,9.10,13.10
1753099200,S4,24.70,34.70
1753120800,S2,3.40,10.10
1753142400,S3,-11.60,12.60
1753164000,S1,1.70,7.80
1753185600,S4,41.50,46.80
1753207200,S1,-3.40,8.60
1753228800,S1,-5.30,21.90
1753250400,S1,6.00,13.40
1753272000,S4,-38.20,51.40
1753293600,S1,-5.20,10.30
1753315200,S3,-12.00,21.20
1753336800,S3,-18.90,20.20
1753358400,S1,6.40,26.00
1753380000,S1,-0.90,8.90
1753401600,S3,-11.20,19.40
1753423200,S3,-18.30,22.50
1753444800,S1,-5.50,23.20
1753660800,S1,8.90,16.60
1753682400,S3,-7.20,14.20
1753704000,S6,-26.60,38.10
1753725600,S1,1.00,9.60
1753747200,S1,7.40,13.00
1753768800,S1,-4.30,18.70
1753790400,S1,12.70,22.40
1753812000,S5,0.00,7.30
1753833600,S1,-4.10,10.80
1753855200,S6,63.70,69.20
1753876800,S3,-30.60,61.60
1753898400,S4,-18.60,39.30
1753920000,S5,13.30,19.30
1753941600,S1,9.80,21.20
1753963200,S3,-11.00,22.10
1753984800,S5,-7.60,10.10
1754006400,S1,8.40,20.60
1754028000,S5,4.10,19.30
1754049600,S4,47.70,59.20
1754265600,S1,-5.90,17.40
1754287200,S1,14.70,18.60
1754308800,S4,4.20,26.10
1754330400,S5,3.30,6.30
1754352000,S1,-3.90,15.00
1754373600,S3,-22.40,25.90
1754395200,S4,29.80,41.50
1754416800,S5,3.20,6.30
1754438400,S3,-9.20,15.20
1754460000,S1,-8.60,22.00
1754481600,S2,16.60,23.80
1754503200,S1,-0.20,7.40
1754524800,S2,8.60,15.30
1754546400,S4,6.60,27.10
1754568000,S1,3.60,29.00
1754589600,S6,40.90,83.00
1754611200,S4,-9.30,34.50
1754632800,S4,-11.30,38.50
1754654400,S4,-11.50,46.40
1754870400,S3,-16.30,24.60
1754892000,S3,-29.00,35.20
1754913600,S1,-0.90,21.40
1754935200,S5,-10.10,18.00
1754956800,S5,6.00,11.20
1754978400,S1,-9.00,21.90
1755000000,S1,3.80,31.70
1755021600,S5,1.70,9.20
1755043200,S1,-2.70,12.30
1755064800,S2,14.80,19.20
1755086400,S3,-8.80,18.90
1755108000,S5,7.10,12.50
1755129600,S1,-4.90,20.10
1755151200,S4,-2.70,25.80
1755172800,S3,-20.20,31.90
1755194400,S1,-2.80,10.30
1755216000,S2,9.00,16.80
1755237600,S1,-1.80,12.20
1755259200,S1,-6.00,13.80
1755475200,S4,23.40,32.10
1755496800,S3,-4.20,11.40
1755518400,S3,-11.80,18.60
1755540000,S5,-3.20,4.60
1755561600,S1,4.20,14.50
1755583200,S1,4.10,11.50
1755604800,S3,-23.20,27.10
1755626400,S3,-4.30,8.10
1755648000,S2,9.40,13.10
1755669600,S2,9.90,12.90
1755691200,S4,14.20,18.80
1755712800,S1,-0.80,7.00
1755734400,S3,-8.40,10.00
1755756000,S4,-4.80,17.70
1755777600,S1,5.20,15.60
1755799200,S5,1.00,4.80
1755820800,S3,-9.50,13.50
1755842400,S1,-2.10,10.60
1755864000,S6,48.40,60.60
1756080000,S1,-5.90,10.00
1756101600,S1,7.00,10.20
1756123200,S1,-0.20,15.20
1756144800,S3,-15.80,21.60
1756166400,S4,24.50,38.60
1756188000,S1,1.00,15.40
1756209600,S1,5.60,20.60
1756231200,S2,10.20,15.80
1756252800,S3,-13.90,19.10
1756274400,S1,-1.20,11.70
1756296000,S2,22.00,28.00
1756317600,S2,3.60,8.10
1756339200,S1,-4.90,11.30
1756360800,S2,15.90,20.00
1756382400,S2,13.60,25.00
1756404000,S5,-0.60,3.70
1756425600,S3,-4.90,12.40
1756447200,S1,-0.80,9.60
1756468800,S4,43.10,54.40
1756792800,S4,-3.00,26.90
1756814400,S6,35.70,56.40
1756836000,S1,1.20,10.90
1756857600,S1,-0.60,24.50
1756879200,S2,20.80,23.20
1756900800,S2,21.50,31.70
1756922400,S3,-23.90,30.60
1756944000,S3,-29.70,47.90
1756965600,S2,18.70,27.50
1756987200,S1,-2.20,25.60
1757008800,S1,8.90,16.40
1757030400,S5,8.00,14.20
1757052000,S1,-8.60,16.40
1757073600,S4,42.20,51.20
1757289600,S1,0.90,16.20
1757311200,S2,27.00,31.90
1757332800,S2,15.40,32.20
1757354400,S1,0.40,9.00
1757376000,S2,19.90,25.60
1757397600,S1,-8.30,19.10
1757419200,S4,-4.70,49.90
1757440800,S3,-10.90,33.00
1757462400,S2,9.70,26.20
1757484000,S2,8.40,18.30
1757505600,S1,-1.80,20.00
1757527200,S1,-3.60,15.00
1757548800,S3,-20.30,26.40
1757570400,S1,-8.00,23.70
1757592000,S2,18.20,31.00
1757613600,S1,-3.80,7.70
1757635200,S2,22.70,28.20
1757656800,S1,-7.20,17.30
1757678400,S1,2.60,17.20
1757894400,S1,6.10,21.50
1757916000,S1,-1.50,11.90
1757937600,S4,41.60,51.20
1757959200,S1,-3.80,6.90
1757980800,S1,-3.60,16.60
1758002400,S1,14.40,18.20
1758024000,S1,-10.80,24.70
1758045600,S2,8.00,10.30
1758067200,S3,-15.50,22.10
1758088800,S3,-15.40,22.00
1758110400,S2,20.90,23.40
1758132000,S6,-19.40,64.50
1758153600,S3,-18.20,20.80
1758175200,S4,15.30,40.00
1758196800,S3,-24.30,45.90
1758218400,S5,-3.90,10.00
1758240000,S1,12.60,29.70
1758261600,S5,-5.10,16.00
1758283200,S2,32.50,37.70
1758499200,S1,11.10,15.30
1758520800,S4,26.30,32.20
1758542400,S2,22.50,36.00
1758564000,S5,0.80,10.70
1758585600,S1,5.00,22.70
1758607200,S4,29.20,41.80
1758628800,S1,-6.60,25.00
1758650400,S4,-14.00,29.70
1758672000,S2,12.20,26.50
1758693600,S1,-5.70,20.20
1758715200,S3,-35.60,41.90
1758736800,S1,7.90,27.00
1758758400,S1,-5.50,21.70
1758780000,S2,14.80,24.10
1758801600,S1,-10.80,35.10
1758823200,S1,2.00,22.00
1758844800,S1,-3.40,19.50
1758866400,S1,7.40,16.40
1758888000,S2,34.00,38.00
1759104000,S4,46.00,49.90
1759125600,S1,16.20,26.20
1759147200,S1,-0.50,23.60
1759168800,S1,3.30,12.80
1759190400,S2,36.30,38.60
1759212000,S6,-54.80,78.60
1759233600,S4,29.80,45.80
1759255200,S2,18.10,23.60
1759276800,S1,0.20,20.60
1759298400,S4,20.40,42.40
1759320000,S3,-23.80,36.00
1759341600,S1,1.30,16.20
1759363200,S1,4.20,19.50
1759384800,S2,18.20,24.90
1759406400,S6,-42.70,80.50
1759428000,S2,18.30,20.30
1759449600,S1,-8.30,26.10
1759471200,S1,7.10,17.30
1759492800,S1,21.20,33.10
1759708800,S2,22.00,44.70
1759730400,S1,4.90,26.30
1759752000,S2,20.30,44.50
1759816800,S2,15.40,28.70
1759838400,S1,14.20,31.20
1759860000,S2,12.30,21.30
1759881600,S2,35.60,52.60
1759903200,S1,8.00,28.00
1759924800,S1,12.40,33.50
1759946400,S3,-41.90,56.40
1759968000,S2,28.20,39.70
1759989600,S1,5.20,25.80
1760011200,S6,-100.30,120.00
1760032800,S2,43.50,45.10
1760054400,S1,-16.40,48.50
1760076000,S1,12.20,54.20
1760097600,S1,2.50,51.90
1760313600,S2,29.60,54.40
1760335200,S1,10.60,25.40
1760356800,S2,30.20,44.90
1760378400,S2,22.60,39.70
1760400000,S1,-10.40,66.60
1760421600,S1,13.30,56.80
1760443200,S1,15.40,58.50
1760464800,S2,15.50,34.80
1760486400,S2,24.40,39.70
1760508000,S1,10.40,55.80
1760529600,S1,-0.30,36.50
1760551200,S1,8.80,17.60
1760572800,S1,-4.60,39.00
1760594400,S2,37.60,46.60
1760616000,S2,53.20,72.80
1760637600,S2,69.40,104.80
1760659200,S4,0.10,99.10
1760680800,S3,-79.80,84.50
1760702400,S3,-64.80,136.30
1760918400,S1,2.50,53.30
1760940000,S2,42.50,61.70
1760961600,S2,71.10,84.70
1760983200,S1,11.50,35.90
1761004800,S3,-37.90,57.40
1761026400,S3,-71.80,101.90
1761048000,S3,-142.60,177.90
1761069600,S1,-17.30,43.30
1761091200,S2,41.90,139.60
1761112800,S4,-106.10,145.90
1761134400,S4,43.80,75.90
1761156000,S1,18.20,50.60
1761177600,S5,20.40,45.50
1761199200,S5,-1.00,46.50
1761220800,S2,30.50,57.80
1761242400,S1,-17.10,38.80
1761264000,S1,-18.60,43.50
1761285600,S3,-42.70,63.20
1761307200,S2,47.70,82.60
1761523200,S1,14.80,46.20
1761544800,S3,-55.50,70.30
1761566400,S1,-16.20,78.90
1761588000,S1,-9.30,31.70
1761609600,S1,-32.10,61.20
1761631200,S3,-43.40,81.70
1761652800,S2,39.60,66.50
1761674400,S1,2.50,52.50
1761696000,S1,-2.60,38.50
1761717600,S2,53.90,70.50
1761739200,S3,-22.00,47.00
1761760800,S3,-44.70,96.60
1761782400,S1,12.10,68.40
1761804000,S1,9.90,57.20
1761825600,S2,31.70,60.60
1761847200,S2,31.10,46.60
1761868800,S3,-32.10,49.50
1761890400,S1,5.40,28.50
1761912000,S1,-13.40,66.90
1762128000,S2,34.70,57.90
1762149600,S1,-5.40,35.40
1762171200,S1,-1.60,37.10
1762192800,S1,-9.80,38.30
1762214400,S3,-26.00,29.10
1762236000,S2,23.60,36.60
1762257600,S3,-40.50,70.90
1762279200,S3,-22.60,28.60
1762300800,S2,30.80,51.50
1762322400,S1,1.90,31.90
1762344000,S2,15.80,29.90
1762365600,S1,-8.90,26.40
1762387200,S5,14.00,26.30
1762408800,S2,30.50,37.90
1762430400,S3,-32.50,55.50
1762452000,S1,1.50,22.10
1762473600,S1,6.40,19.70
1762495200,S1,8.70,23.10
1762516800,S1,1.70,44.80
1762538400,S3,-4.20,14.00
1762732800,S2,58.30,59.00
1762754400,S2,16.00,20.20
1762776000,S1,16.70,32.60
1762797600,S2,16.20,20.30
1762819200,S1,10.40,31.90
1762840800,S2,12.70,21.20
1762862400,S3,-29.80,50.60
1762884000,S2,28.60,38.60
1762905600,S3,-37.90,47.10
1762927200,S2,21.20,30.70
1762948800,S4,74.40,83.90
1762970400,S1,-10.50,28.20
1762992000,S4,20.50,40.70
1763013600,S2,19.60,38.70
1763035200,S4,-28.40,61.40
1763056800,S4,-17.30,59.30
1763078400,S1,3.80,38.90
1763100000,S3,-56.70,62.90
1763121600,S6,-33.60,110.80
1763143200,S1,-7.40,28.50
1763337600,S3,-37.60,52.50
1763359200,S1,20.20,41.60
1763380800,S1,-5.30,40.40
1763402400,S4,-38.40,70.30
1763424000,S1,-17.80,42.30
1763445600,S1,20.40,52.80
1763467200,S1,33.10,54.20
1763488800,S1,4.50,20.20
1763510400,S1,20.50,42.30
1763532000,S4,17.10,41.80
1763553600,S4,-34.00,78.70
1763575200,S2,24.90,43.10
1763596800,S3,-39.20,75.60
1763618400,S1,-5.20,39.60
1763640000,S1,5.10,64.30
1763661600,S1,15.00,33.90
1763683200,S3,-23.00,43.60
1763704800,S1,-22.50,45.30
1763726400,S2,50.70,68.70
1763748000,S1,-5.50,39.90
1763942400,S3,-29.00,36.30
1763964000,S5,23.80,32.10
1763985600,S2,25.30,37.00
1764007200,S2,50.10,55.70
1764028800,S1,6.50,31.50
1764050400,S4,19.70,66.20
1764072000,S4,49.90,87.20
1764093600,S4,-12.90,61.20
1764115200,S2,29.20,75.50
1764136800,S1,9.70,64.50
1764158400,S1,-5.00,76.10
1764180000,S3,-5.50,51.00
1764201600,S1,-13.80,59.50
1764331200,S2,41.60,70.00
1764547200,S5,6.00,71.50
1764568800,S5,26.40,58.40
1764590400,S3,-24.50,80.30
1764612000,S1,-5.40,48.40
1764633600,S5,-3.90,63.20
1764655200,S1,-20.30,76.00
1764676800,S1,-11.10,95.20
1764698400,S5,19.30,55.50
1764720000,S5,-5.80,44.40
1764741600,S5,0.20,47.50
1764763200,S1,3.70,64.30
1764784800,S5,-6.00,45.30
1764806400,S5,-26.80,71.90
1764828000,S1,17.90,55.10
1764849600,S2,18.20,59.20
1764871200,S5,-10.60,45.80
1764892800,S5,14.50,47.90
1764914400,S5,2.90,15.30
1764936000,S1,-5.20,83.10
1764957600,S3,-20.50,55.80
1765152000,S5,15.10,42.00
1765173600,S1,-8.90,44.50
1765195200,S1,-13.40,49.80
1765216800,S5,-0.50,12.00
1765238400,S1,-15.60,21.20
1765260000,S2,24.00,44.50
1765281600,S1,-0.30,33.70
1765303200,S5,6.60,15.00
1765324800,S5,0.30,18.20
1765346400,S5,-13.40,24.40
1765368000,S1,2.40,18.70
1765389600,S4,33.70,61.00
1765411200,S3,-26.70,44.30
1765432800,S1,2.90,22.70
1765454400,S4,70.90,80.40
1765476000,S1,-3.30,24.70
1765497600,S1,4.10,15.80
1765519200,S2,64.30,69.70
1765540800,S6,-48.60,101.80
1765562400,S2,3.70,16.90
1765756800,S2,43.50,46.20
1765778400,S1,-0.70,17.60
1765800000,S3,-42.60,66.70
1765821600,S1,-1.00,19.10
1765843200,S3,-23.30,47.90
1765864800,S1,-3.50,17.40
1765886400,S2,27.10,63.00
1765908000,S1,2.90,19.90
1765929600,S2,28.20,37.30
1765951200,S3,-18.90,33.00
1765972800,S4,27.30,38.90
1765994400,S1,-2.60,18.70
1766016000,S3,-7.80,19.90
1766037600,S1,-5.70,17.70
1766059200,S6,7.50,71.50
1766080800,S1,1.10,19.20
1766102400,S1,-12.10,30.90
1766124000,S1,2.70,13.20
1766145600,S2,28.70,39.20
1766167200,S1,1.40,21.20
1766361600,S2,48.20,57.60
1766383200,S1,10.50,20.90
1766404800,S2,29.70,38.20
1766426400,S2,18.70,30.10
1766448000,S1,15.30,40.20
1766469600,S2,18.60,23.70
1766491200,S6,-25.60,71.60
1766512800,S2,33.90,40.60
1766534400,S4,-18.50,58.60
1766556000,S1,3.80,21.10
1766577600,S4,-14.00,50.30
1766728800,S1,-2.10,22.80
1766750400,S4,14.20,50.90
1766772000,S1,0.60,20.20
1766966400,S1,-24.00,61.60
1766988000,S3,-61.80,76.40
1767009600,S6,-120.20,172.70
1767031200,S2,14.70,24.40
1767052800,S2,30.90,55.70
1767074400,S1,7.40,40.90
1767096000,S1,-14.30,50.00
1767117600,S3,-34.60,56.00
1767139200,S3,-54.80,100.60
1767160800,S4,26.80,64.00
1767182400,S1,11.80,52.80
1767204000,S1,-3.30,28.90
1767333600,S5,12.00,27.60
1767355200,S3,-72.30,89.50
1767376800,S1,-3.40,23.00
1767571200,S2,39.50,51.40
1767592800,S1,9.60,31.40
1767614400,S2,23.70,60.60
1767636000,S1,-3.20,26.00
1767657600,S1,12.70,47.30
1767679200,S1,10.80,33.50
1767700800,S2,25.80,37.70
1767722400,S1,4.80,24.40
1767744000,S3,-40.70,53.50
1767765600,S1,-7.20,33.50
1767787200,S1,4.50,45.50
1767808800,S2,10.60,18.20
1767830400,S3,-38.40,51.60
1767852000,S1,-2.40,24.70
1767873600,S2,41.90,60.80
1767895200,S4,12.60,40.00
1767916800,S1,-9.10,25.10
1767938400,S1,7.20,13.60
1767960000,S4,9.70,60.00
1767981600,S1,7.30,27.90
1768176000,S4,41.30,66.40
1768197600,S1,3.50,28.80
1768219200,S4,31.90,52.90
1768240800,S3,-19.30,42.80
1768262400,S1,-6.80,26.90
1768284000,S1,-3.60,22.60
1768305600,S1,2.00,57.80
1768327200,S1,5.10,33.50
1768348800,S2,21.90,43.20
1768370400,S1,12.20,22.00
1768392000,S3,-17.30,44.20
1768413600,S1,-1.80,43.30
1768435200,S3,-20.30,38.40
1768456800,S2,24.50,29.60
1768478400,S4,-1.80,46.10
1768500000,S1,-6.80,22.30
1768521600,S1,1.20,25.60
1768543200,S1,1.00,23.40
1768564800,S3,-30.40,85.50
1768586400,S2,15.10,17.40
1768888800,S2,17.90,31.60
1768910400,S2,25.10,47.00
1768932000,S2,16.00,32.30
1768953600,S4,92.80,106.40
1768975200,S1,-3.50,55.90
1768996800,S3,-40.30,79.90
1769018400,S6,-49.00,100.10
1769040000,S2,41.90,49.40
1769061600,S1,11.60,25.80
1769083200,S2,74.90,99.90
1769104800,S2,53.10,59.40
1769126400,S1,0.90,32.00
1769148000,S3,-39.00,63.10
1769169600,S2,43.20,71.10
1769191200,S2,21.10,31.90
1769385600,S2,32.70,63.50
1769407200,S2,18.00,44.90
1769428800,S1,8.50,51.00
1769450400,S3,-60.20,116.70
1769472000,S2,40.40,72.00
1769493600,S1,-4.80,35.10
1769515200,S1,6.30,58.30
1769536800,S4,90.10,116.80
1769558400,S2,84.60,104.50
1769580000,S1,41.10,100.00
1769601600,S1,37.80,74.70
1769623200,S4,207.00,325.80
1769644800,S2,51.00,122.60
1769666400,S1,-37.60,124.90
1769688000,S6,-188.90,455.30
1769709600,S2,103.60,167.60
1769731200,S3,-255.10,334.40
1769752800,S4,-46.00,270.00
1769774400,S3,-97.80,169.30
1770055200,S2,121.10,146.40
1770076800,S1,47.60,113.50
1770098400,S2,90.90,137.50
1770120000,S1,11.90,103.10
1770141600,S1,17.60,97.30
1770163200,S2,128.40,142.40
1770184800,S5,-28.10,77.90
1770206400,S3,-149.30,220.40
1770228000,S2,113.80,151.10
1770249600,S4,-121.40,236.90
1770271200,S1,-25.00,94.00
1770292800,S1,2.20,109.20
1770314400,S3,-169.40,177.20
1770336000,S2,193.30,246.20
1770357600,S1,-7.20,80.60
1770379200,S2,76.40,100.90
1770400800,S5,1.90,35.20
1770595200,S1,0.50,78.70
1770616800,S1,-27.50,65.00
1770638400,S1,37.80,89.90
1770660000,S1,-15.30,100.10
1770681600,S1,5.50,48.00
1770703200,S2,17.60,45.30
1770724800,S1,-30.00,81.40
1770746400,S1,15.00,50.70
1770768000,S1,12.10,37.20
1770789600,S2,60.20,73.00
1770811200,S1,-20.90,108.20
1770832800,S3,-32.30,48.80
1770854400,S2,12.80,34.30
1770876000,S1,-11.60,33.60
1770897600,S6,-125.00,206.70
1770919200,S1,-22.00,71.20
1770940800,S4,26.90,84.30
1770962400,S1,8.80,56.70
1770984000,S2,70.40,85.00
1771005600,S1,2.80,31.10
1771200000,S3,-43.70,65.40
1771308000,S2,42.00,54.40
1771329600,S4,-64.40,109.80
1771351200,S5,-6.60,62.50
1771372800,S2,76.40,86.00
1771394400,S5,-19.30,36.30
1771416000,S2,87.40,100.00
1771437600,S3,-25.40,52.70
1771459200,S1,20.90,39.10
1771480800,S1,-11.80,43.80
1771502400,S1,0.40,60.80
1771524000,S1,1.10,32.50
1771545600,S1,23.70,34.10
1771567200,S1,6.30,39.20
1771588800,S2,56.70,91.80
1771610400,S4,-12.80,55.90
1771804800,S1,-7.10,47.80
1771826400,S1,-10.00,42.00
1771848000,S4,57.10,79.40
1771869600,S2,26.50,48.60
1771891200,S3,-51.10,93.30
1771912800,S1,-11.30,31.20
1771934400,S1,-10.10,83.00
1771956000,S1,-17.10,55.50
1771977600,S2,56.10,75.70
1771999200,S1,-20.60,47.70
1772020800,S2,27.20,60.30
1772042400,S4,-46.50,66.00
1772064000,S2,35.30,51.80
1772085600,S3,-34.10,39.70
1772107200,S1,3.10,65.30
1772128800,S1,16.70,41.90
1772150400,S1,13.10,34.60
1772172000,S1,-12.60,33.10
1772193600,S2,50.30,77.00
1772215200,S1,-4.30,59.00
1772409600,S4,-22.40,86.70
1772431200,S1,20.80,57.40
1772452800,S3,-78.80,159.30
1772474400,S2,37.70,58.00
1772496000,S1,-28.00,76.20
1772517600,S6,-179.70,267.60
1772539200,S6,-65.00,231.90
1772560800,S1,44.00,72.20
1772582400,S1,35.00,86.40
1772604000,S2,35.80,84.70
1772625600,S3,-50.70,86.80
1772647200,S5,23.50,58.40
1772668800,S1,-18.80,47.40
1772690400,S5,16.90,63.50
1772712000,S3,-103.90,120.30
1772733600,S2,24.60,60.30
1772755200,S1,31.10,77.30
1772776800,S3,-40.00,61.30
1772798400,S4,63.90,108.10
1772820000,S1,8.80,37.10
1773014400,S1,48.50,126.40
1773036000,S1,-35.70,55.20
1773057600,S1,8.70,57.80
1773079200,S2,44.90,64.00
1773100800,S4,37.40,61.80
1773122400,S5,-3.10,38.40
1773144000,S2,52.50,77.30
1773165600,S5,-32.10,68.30
1773187200,S1,2.60,36.90
1773208800,S3,-18.00,36.10
1773230400,S1,-12.10,51.60
1773252000,S4,-36.60,56.50
1773273600,S1,20.30,50.60
1773295200,S1,25.20,45.10
1773316800,S3,-72.60,83.50
1773338400,S1,-10.40,61.30
1773360000,S1,5.20,32.00
1773381600,S1,6.80,46.90
1773403200,S4,-62.10,105.70
1773619200,S1,20.00,49.40
1773640800,S3,-19.10,66.30
1773662400,S1,-5.00,65.90
1773684000,S1,21.00,32.20
1773705600,S1,6.50,50.70
1773727200,S1,-18.00,38.70
1773748800,S1,0.00,59.70
1773770400,S5,-0.80,16.60
1773792000,S1,-5.50,37.10
1773813600,S4,-67.10,92.50
1773835200,S4,-38.80,98.80
1773856800,S4,-56.00,98.50
1773878400,S1,-9.20,40.60
1773900000,S3,-174.70,191.80
1773921600,S6,-36.10,152.00
1773943200,S2,26.20,80.80
1773964800,S2,44.40,97.70
1773986400,S1,-16.60,98.10
1774008000,S3,-97.50,154.80
1774224000,S4,-152.10,169.30
1774245600,S4,65.40,366.30
1774267200,S4,48.70,178.50
1774288800,S1,13.90,106.00
1774310400,S3,-93.20,142.10
1774332000,S1,59.10,97.70
1774353600,S1,-19.90,84.60
1774375200,S2,160.90,171.40
1774396800,S5,6.00,60.50
1774418400,S5,22.40,60.50
1774440000,S5,-29.60,63.00
1774461600,S3,-52.70,82.30
1774483200,S4,-60.30,106.70
1774504800,S1,-15.00,51.20
1774526400,S1,-42.50,113.80
1774548000,S1,23.10,68.60
1774569600,S2,49.50,98.80
1774591200,S1,-0.50,51.00
1774612800,S4,67.90,145.50
1774828800,S2,74.50,112.70
1774850400,S2,37.40,68.10
1774872000,S1,-44.70,68.10
1774893600,S1,-3.00,32.30
1774915200,S2,55.60,139.50
1774936800,S1,16.10,65.00
1774958400,S2,72.20,100.70
1774980000,S2,38.60,44.70
1775001600,S1,-13.30,58.90
1775023200,S2,69.40,82.60
1775044800,S1,21.20,77.70
1775066400,S1,7.80,57.70
1775088000,S6,-187.20,211.70
1775109600,S1,4.40,96.60
1775131200,S1,49.10,120.90
1775433600,S2,41.30,78.20
1775455200,S1,25.90,63.80
1775476800,S3,-24.30,52.60
1775498400,S5,5.10,22.30
1775520000,S1,-17.90,50.60
1775541600,S1,16.50,67.30
1775563200,S1,16.50,80.90
1775584800,S4,158.40,180.50
1775606400,S1,-5.20,70.80
1775628000,S3,-28.80,68.60
1775649600,S3,-66.80,79.30
1775671200,S1,-20.30,49.20
1775692800,S1,-3.00,38.00
1775714400,S2,44.60,55.50
1775736000,S2,40.60,66.40
1775757600,S3,-35.60,42.90
1775779200,S1,3.30,40.00
1775800800,S1,2.00,40.20
1775822400,S1,-7.60,51.60
1776038400,S2,57.40,65.70
1776060000,S1,-22.40,37.30
1776081600,S1,24.70,51.90
1776103200,S2,27.80,43.60
1776124800,S1,0.60,27.30
1776146400,S1,14.50,47.10
1776168000,S2,62.40,83.50
1776189600,S1,2.10,19.40
1776211200,S1,-18.20,59.50
